"","charge","chemicalFormula"
"5134",-1,"C22H33N10O15P2R2"
"5135",0,"C14H12O"
"5136",0,"C14H14O2"
"5137",0,"C15H24"
"5138",0,"C10H18O"
"5139",0,"C10H18O"
"5140",-2,"C3H4O6S"
"5141",0,"C12H22NO12P"
"5142",-1,"C17H18N4O8P"
"5143",0,"CH2NOR"
"5144",0,"CNR"
"5145",0,"C8H9NO"
"5146",0,"C8H7N"
"5147",0,"null"
"5148",0,"C15H26O"
"5149",0,"C15H24"
"5150",0,"C15H24"
"5151",-2,"C11H6O5"
"5152",-2,"C14H18N2O16P2"
"5153",-1,"C14H22N3O15P2"
"5154",-2,"C15H21N3O16P2"
"5155",-1,"C61H99NO8P"
"5156",0,"C60H100NO7P"
"5157",0,"C63H92CoN13O14P"
"5158",0,"C6H6Cl6"
"5159",0,"C6H7Cl5O"
"5160",0,"C6H8Cl4O2"
"5161",-3,"C6H6O9P"
"5162",-2,"C16H23N5O16P2"
"5163",-1,"C6H12O9P"
"5164",0,"C6H12O6"
"5165",-1,"C6H11O7"
"5166",-1,"C10H7O5S"
"5167",-2,"C10H6O7S"
"5168",-1,"C11H7O3"
"5169",-2,"C11H6O5"
"5170",0,"C14H10O2"
"5171",-1,"C14H9O4"
"5172",-2,"C14H8O4"
"5173",-2,"C8H6O4"
"5174",0,"C14H10"
"5175",0,"C14H12O2"
"5176",0,"C14H10O"
"5177",-1,"C15H11O5"
"5178",0,"C15H10O4"
"5179",-1,"C15H11O6"
"5180",0,"C16H12O5"
"5181",0,"C22H22O10"
"5182",-1,"C25H23O13"
"5183",0,"C21H20O9"
"5184",-1,"C24H21O12"
"5185",0,"C16H14O5"
"5186",0,"C16H12O4"
"5187",0,"C15H10O4"
"5188",-1,"C7H4NO4"
"5189",-1,"C7H6NO3"
"5190",0,"C22H22O9"
"5191",-1,"C25H23O12"
"5192",0,"C18H16O6"
"5193",0,"C18H16O6"
"5194",0,"C22H24O9"
"5195",-1,"C25H25O12"
"5196",0,"C16H12O6"
"5197",0,"C16H12O5"
"5198",0,"C16H12O6"
"5199",0,"C16H12O5"
"5200",0,"C22H22O10"
"5201",-1,"C25H23O13"
"5202",-1,"C24H21O13"
"5203",-3,"C39H65N7O18P3S"
"5204",-3,"C39H67N7O18P3S"
"5205",-3,"C39H65N7O17P3S"
"5206",-1,"C29H55N2O9PRS"
"5207",-1,"C29H53N2O8PRS"
"5208",-1,"C29H55N2O8PRS"
"5209",1,"H3NR"
"5210",0,"C8H16NOR"
"5211",-1,"C18H25N5O8PS2"
"5212",0,"C8H14NORS2"
"5213",-8,"C43H42CoN4O16"
"5214",-6,"C44H50CoN4O14"
"5215",0,"C16H12O6"
"5216",0,"C6H4Br2O2"
"5217",-1,"C7H4Br2NO2"
"5218",-2,"C6H3BrO5"
"5219",-3,"C30H41N7O18P3S"
"5220",0,"C24H42O4"
"5221",-1,"C24H41O7S"
"5222",0,"C27H48O6"
"5223",-1,"C27H47O9S"
"5224",-1,"C13H9O4"
"5225",-2,"C13H8O6"
"5226",0,"null"
"5227",-1,"C6H4ClO4"
"5228",-1,"C4H5O2"
"5229",-3,"C25H37N7O17P3S"
"5230",0,"C15H24"
"5231",-1,"C6H9O4"
"5232",-3,"C27H41N7O19P3S"
"5233",0,"C7H7NS"
"5234",0,"C7H7NOS"
"5235",0,"C7H7NO2S"
"5236",0,"C40H56"
"5237",0,"C41H58O2"
"5238",0,"C41H58O2"
"5239",0,"C41H58O2"
"5240",0,"C40H58"
"5241",0,"C40H58"
"5242",-1,"C18H29O4"
"5243",-1,"C18H29O2"
"5244",-1,"C18H29O4"
"5245",-1,"C18H27O3"
"5246",-1,"C18H27O3"
"5247",-1,"C18H27O3"
"5248",-1,"C9H15O3"
"5249",0,"C9H14O"
"5250",0,"C6H10O"
"5251",-1,"C12H19O3"
"5252",-1,"C18H27O3"
"5253",-1,"C12H19O3"
"5254",-1,"C30H25O13"
"5255",-1,"C27H29O15"
"5256",-1,"C27H29O15"
"5257",-1,"C27H29O16"
"5258",-2,"C27H28O17"
"5259",-1,"C36H35O17"
"5260",-1,"C36H35O18"
"5261",-2,"C27H28O17"
"5262",-2,"C36H34O19"
"5263",-3,"C27H21O16"
"5264",-3,"C27H21O17"
"5265",-3,"C24H19O15"
"5266",-4,"C27H20O18"
"5267",-3,"C39H61N7O18P3S"
"5268",-3,"C39H59N7O18P3S"
"5269",-3,"C39H61N7O19P3S"
"5270",-3,"C39H59N7O19P3S"
"5271",-3,"C37H57N7O18P3S"
"5272",-3,"C37H55N7O18P3S"
"5273",-3,"C37H57N7O19P3S"
"5274",-3,"C37H55N7O19P3S"
"5275",-3,"C35H53N7O18P3S"
"5276",-3,"C35H51N7O18P3S"
"5277",-3,"C35H53N7O19P3S"
"5278",-3,"C35H51N7O19P3S"
"5279",-3,"C33H49N7O18P3S"
"5280",-1,"C12H17O3"
"5281",-2,"C27H28O16"
"5282",-2,"C39H36O21"
"5283",-1,"C33H39O22"
"5284",-2,"C30H30O20"
"5285",-2,"C36H40O25"
"5286",1,"C11H15N4O6"
"5287",0,"C6H6N4O2"
"5288",0,"C7H8N4O2"
"5289",0,"C8H10N4O2"
"5290",0,"C7H8N4O2"
"5291",-2,"C36H34O20"
"5292",-1,"C42H45O25"
"5293",-2,"C30H24O15"
"5294",-1,"C30H25O12"
"5295",-1,"C30H25O14"
"5296",-2,"C30H24O14"
"5297",-1,"C36H35O18"
"5298",-1,"C36H35O19"
"5299",-3,"C30H27O20"
"5300",-3,"C45H67N7O17P3S"
"5301",-3,"C45H65N7O17P3S"
"5302",-3,"C45H67N7O18P3S"
"5303",-3,"C45H65N7O18P3S"
"5304",-3,"C43H63N7O17P3S"
"5305",0,"C6H6N4O2"
"5306",0,"C6H6N4O3"
"5307",0,"C10H12N2O2"
"5308",-3,"C45H69N7O17P3S"
"5309",-3,"C45H67N7O17P3S"
"5310",-3,"C45H69N7O18P3S"
"5311",-3,"C45H67N7O18P3S"
"5312",-3,"C43H65N7O17P3S"
"5313",0,"C6H6N4O2"
"5314",0,"C7H8N4O2"
"5315",0,"C7H8N4O3"
"5316",0,"C7H8N4O3"
"5317",0,"C6H6N4O3"
"5318",-2,"C6H6O5"
"5319",-2,"C6H8O5"
"5320",0,"C15H12O4"
"5321",0,"C16H14O6"
"5322",0,"C15H12O4"
"5323",0,"C15H12O5"
"5324",0,"C15H12O5"
"5325",0,"C15H12O5"
"5326",0,"C15H12O5"
"5327",0,"C15H12O6"
"5328",0,"C15H14O5"
"5329",0,"C15H14O6"
"5330",0,"C20H20O5"
"5331",0,"C15H10O7"
"5332",0,"C21H22O10"
"5333",0,"C21H20O11"
"5334",0,"C21H22O11"
"5335",0,"C21H20O12"
"5336",0,"C21H22O10"
"5337",0,"C7H5N3O6"
"5338",0,"C7H7N3O5"
"5339",0,"C7H9N3O4"
"5340",0,"C7H9N3O3"
"5341",0,"C7H7N3O4"
"5342",0,"C16H14O6"
"5343",0,"C22H24O11"
"5344",0,"C28H34O15"
"5345",0,"C27H32O14"
"5346",0,"C7H9N3O2"
"5347",0,"C9H11N3O3"
"5348",0,"C7H7N3O5"
"5349",0,"C7H7N3O4"
"5350",0,"C7H9N3O2"
"5351",0,"C7H9N3O4"
"5352",0,"C6H10N2O3"
"5353",-3,"C15H21N5O13P3"
"5354",-2,"C15H21N5O10P2"
"5355",-2,"C20H22N10O14P2"
"5356",-3,"C15H21N5O14P3"
"5357",-2,"C15H21N5O11P2"
"5358",-1,"C15H21N5O8P"
"5359",0,"C15H21N5O4"
"5360",0,"C15H21N5O5"
"5361",-1,"C15H23N5O8P"
"5362",0,"C15H23N5O5"
"5363",0,"C16H23N5O6"
"5364",0,"C16H25N5O6"
"5365",-1,"C15H21N5O8P"
"5366",0,"C15H21N5O5"
"5367",0,"C15H10O4"
"5368",-1,"C15H9O5"
"5369",0,"C10H18O"
"5370",0,"C10H16O"
"5371",0,"C10H20O"
"5372",0,"C10H18O"
"5373",0,"C10H20O"
"5374",0,"C10H18O"
"5375",-1,"C10H15O2"
"5376",-1,"C10H17O2"
"5377",-3,"C31H49N7O17P3S"
"5378",-3,"C30H45N7O18P3S"
"5379",-3,"C28H43N7O17P3S"
"5380",-3,"C28H41N7O17P3S"
"5381",-3,"C28H43N7O18P3S"
"5382",-3,"C28H41N7O18P3S"
"5383",-3,"C31H47N7O17P3S"
"5384",-3,"C31H47N7O17P3S"
"5385",-1,"C7H4FO2"
"5386",-1,"C7H6FO4"
"5387",-1,"C7H6FO4"
"5388",0,"C6H5F"
"5389",0,"C6H7FO2"
"5390",0,"C6H7FO2"
"5391",0,"C6H5FO2"
"5392",-1,"C7H4FO2"
"5393",-1,"C7H6FO4"
"5394",-1,"C7H6FO4"
"5395",-1,"C7H4FO2"
"5396",-1,"C7H6FO4"
"5397",0,"C6H5FO2"
"5398",-2,"C6H3FO4"
"5399",-2,"C6H3FO4"
"5400",-1,"C6H4FO4"
"5401",-3,"C28H36FN7O17P3S"
"5402",-1,"C6H4FO4"
"5403",0,"C27H52O5"
"5404",0,"C27H52O5"
"5405",0,"C31H60O5"
"5406",0,"C31H60O5"
"5407",0,"C31H56O5"
"5408",0,"C31H56O5"
"5409",0,"C35H68O5"
"5410",0,"C35H68O5"
"5411",0,"C35H64O5"
"5412",0,"C35H64O5"
"5413",0,"C39H76O5"
"5414",0,"C39H76O5"
"5415",0,"C39H72O5"
"5416",0,"C39H72O5"
"5417",0,"C3H8O2"
"5418",0,"C3H8O2"
"5419",0,"C30H52O26"
"5420",0,"C3H8N2O2"
"5421",-1,"C15H30O7P"
"5422",-1,"C15H30O7P"
"5423",-1,"C17H34O7P"
"5424",-1,"C17H34O7P"
"5425",-1,"C17H32O7P"
"5426",-1,"C17H32O7P"
"5427",-1,"C19H38O7P"
"5428",-1,"C19H38O7P"
"5429",-1,"C19H36O7P"
"5430",-1,"C19H36O7P"
"5431",-1,"C21H42O7P"
"5432",-1,"C21H42O7P"
"5433",-1,"C21H40O7P"
"5434",-1,"C21H40O7P"
"5435",0,"C17H36NO7P"
"5436",0,"C17H36NO7P"
"5437",0,"C19H40NO7P"
"5438",0,"C19H40NO7P"
"5439",0,"C19H38NO7P"
"5440",0,"C19H38NO7P"
"5441",0,"C21H44NO7P"
"5442",0,"C21H44NO7P"
"5443",0,"C21H42NO7P"
"5444",0,"C21H42NO7P"
"5445",0,"C23H48NO7P"
"5446",0,"C23H48NO7P"
"5447",0,"C23H46NO7P"
"5448",0,"C23H46NO7P"
"5449",0,"C29H58NO8P"
"5450",0,"C33H66NO8P"
"5451",-1,"C14H25O2"
"5452",0,"C33H62NO8P"
"5453",0,"C37H74NO8P"
"5454",-1,"C16H29O2"
"5455",0,"C37H70NO8P"
"5456",-1,"C18H35O2"
"5457",0,"C41H82NO8P"
"5458",-1,"C18H33O2"
"5459",0,"C41H78NO8P"
"5460",-1,"C18H36O9P"
"5461",-1,"C18H36O9P"
"5462",-1,"C20H40O9P"
"5463",-1,"C20H40O9P"
"5464",-1,"C20H38O9P"
"5465",-1,"C20H38O9P"
"5466",-1,"C22H44O9P"
"5467",-1,"C22H44O9P"
"5468",-1,"C22H42O9P"
"5469",-1,"C22H42O9P"
"5470",-1,"C24H48O9P"
"5471",-1,"C24H48O9P"
"5472",-1,"C24H46O9P"
"5473",-1,"C24H46O9P"
"5474",-1,"C30H58O10P"
"5475",-1,"C34H66O10P"
"5476",-1,"C34H62O10P"
"5477",-1,"C38H74O10P"
"5478",-1,"C38H70O10P"
"5479",-1,"C42H82O10P"
"5480",-1,"C42H78O10P"
"5481",-1,"C6H9O7"
"5482",-1,"C23H41N2O9PRS"
"5483",-1,"C23H39N2O8PRS"
"5484",-1,"C25H45N2O9PRS"
"5485",-1,"C25H43N2O8PRS"
"5486",-1,"C27H49N2O9PRS"
"5487",-1,"C27H47N2O8PRS"
"5488",-1,"C29H55N2O9PRS"
"5489",-1,"C29H53N2O8PRS"
"5490",-1,"C29H53N2O9PRS"
"5491",-1,"C29H51N2O8PRS"
"5492",-1,"C15H27N2O9PRS"
"5493",-1,"C23H39N2O9PRS"
"5494",-1,"C25H43N2O9PRS"
"5495",-1,"C27H47N2O9PRS"
"5496",-1,"C29H53N2O9PRS"
"5497",-1,"C29H51N2O9PRS"
"5498",-1,"C21H37N2O8PRS"
"5499",-1,"C23H41N2O8PRS"
"5500",-1,"C25H45N2O8PRS"
"5501",-1,"C27H51N2O8PRS"
"5502",-1,"C27H49N2O8PRS"
"5503",-1,"C15H25N4O8"
"5504",-1,"C15H25N4O8"
"5505",-1,"C18H30N5O9"
"5506",-1,"C18H30N5O9"
"5507",-1,"C6H9O7"
"5508",0,"C5H10O4"
"5509",-1,"C10H19O2"
"5510",-1,"C8H15O2"
"5511",-2,"C18H27N3O15P2"
"5512",-3,"C71H113N2O18P2"
"5513",-3,"C79H126N3O22P2"
"5514",0,"C2H4O"
"5515",-1,"C8H15NO9P"
"5516",-2,"C11H18NO11P"
"5517",-1,"C11H18NO8"
"5518",-6,"C181H317N3O103P4"
"5519",-6,"C181H317N3O103P4"
"5520",0,"C72H100CoN18O17P"
"5521",0,"C72H100CoN18O17P"
"5522",-2,"C34H52N6O19"
"5523",-1,"C19H29N2O12"
"5524",-2,"C26H39N5O14"
"5525",-2,"C34H52N6O19"
"5526",-2,"C37H57N7O20"
"5527",-2,"C29H44N6O15"
"5528",-2,"C37H57N7O20"
"5529",-1,"C11H16NO7"
"5530",-1,"C19H29N2O12"
"5531",-2,"C15H29O7P"
"5532",-1,"C27H52O8P"
"5533",-2,"C17H33O7P"
"5534",-1,"C31H60O8P"
"5535",-1,"C17H32O7P"
"5536",-1,"C31H56O8P"
"5537",-1,"C19H38O7P"
"5538",-1,"C35H68O8P"
"5539",-1,"C19H36O7P"
"5540",-1,"C35H64O8P"
"5541",-1,"C29H55N2O8PRS"
"5542",-2,"C21H41O7P"
"5543",-1,"C39H76O8P"
"5544",-1,"C29H53N2O8PRS"
"5545",-1,"C21H40O7P"
"5546",-1,"C39H72O8P"
"5547",1,"Ag"
"5548",1,"Ag"
"5549",0,"C6H12N2O3"
"5550",-1,"C8H13N2O5"
"5551",-1,"C8H13N2O5"
"5552",-1,"C6H12O9P"
"5553",1,"C3H6NOR2S"
"5554",0,"C19H35NO2R2S"
"5555",0,"C24H42O21"
"5556",0,"C30H52O26"
"5557",0,"C36H62O31"
"5558",0,"C42H72O36"
"5559",0,"C50H72O2"
"5560",0,"C51H74O2"
"5561",-1,"C7H11N2O3"
"5562",-5,"C20H24N10O22P5"
"5563",-3,"C22H33N4O13"
"5564",-3,"C22H33N4O13"
"5565",-3,"C22H33N4O13"
"5566",-3,"C22H33N4O13"
"5567",-3,"C22H33N4O13"
"5568",2,"C5H16N4"
"5569",-1,"C6H7O6"
"5570",0,"C49H74O4"
"5571",0,"C49H76O4"
"5572",0,"C51H72O2"
"5573",-1,"C10H15N2O4S"
"5574",2,"C5H16N2"
"5575",0,"C48H72CoN11O8"
"5576",0,"C48H72CoN11O8"
"5577",-1,"C62H88CoN13O14P"
"5578",-1,"C62H88CoN13O14P"
"5579",-2,"C36H63N3O15P2"
"5580",-2,"C40H71N3O15P2"
"5581",-2,"C40H67N3O15P2"
"5582",-2,"C44H79N3O15P2"
"5583",-2,"C44H75N3O15P2"
"5584",-2,"C48H87N3O15P2"
"5585",-2,"C48H83N3O15P2"
"5586",-1,"C39H73NO8P"
"5587",-1,"C40H74O10P"
"5588",-1,"C43H81NO8P"
"5589",-1,"C44H82O10P"
"5590",-4,"C114H204N2O39P2"
"5591",-4,"C114H204N2O39P2"
"5592",-2,"C57H108O17P2"
"5593",-2,"C65H124O17P2"
"5594",-2,"C65H116O17P2"
"5595",-2,"C73H140O17P2"
"5596",-2,"C73H132O17P2"
"5597",-2,"C81H156O17P2"
"5598",-2,"C81H148O17P2"
"5599",-1,"Cl"
"5600",-11,"C176H303N2O100P4"
"5601",-11,"C176H303N2O100P4"
"5602",-1,"C35H52FeN6O13"
"5603",-1,"C35H52FeN6O13"
"5604",0,"C35H56N6O13"
"5605",-1,"C35H52FeN6O13"
"5606",0,"C35H56N6O13"
"5607",0,"C35H56N6O13"
"5608",-2,"C28H47N8O17P3S"
"5609",-3,"C28H46N8O18P3S"
"5610",-2,"C28H47N8O18P3S"
"5611",-3,"C28H44N8O17P3S"
"5612",0,"C7H15NO3"
"5613",0,"CHN"
"5614",-1,"CNO"
"5615",0,"C3H7NO2S"
"5616",0,"C7H14N2O4"
"5617",-1,"C12H23O2"
"5618",0,"C10H13N5O4"
"5619",-1,"C10H10NO6"
"5620",-1,"C5H5O3"
"5621",-4,"C9H12N5O13P3"
"5622",0,"C10H12N4O4"
"5623",-1,"C3H5O3"
"5624",0,"C48H74O4"
"5625",0,"C2H6OS"
"5626",0,"C51H74O2"
"5627",0,"C51H72O2"
"5628",0,"C50H70O2"
"5629",0,"C50H72O2"
"5630",0,"C50H70O2"
"5631",0,"C2H6OS"
"5632",0,"C2H6S"
"5633",0,"C9H12N2O5"
"5634",0,"C5H10O4"
"5635",-11,"C272H451N14O160P4"
"5636",-11,"C272H451N14O160P4"
"5637",-6,"C151H234N12O67P2"
"5638",-4,"C103H162N6O37P2"
"5639",-5,"C127H198N9O52P2"
"5640",-3,"C79H126N3O22P2"
"5641",-3,"C39H67N7O18P3S"
"5642",-4,"C100H178N2O38P2"
"5643",-4,"C112H204N3O42P3"
"5644",-4,"C112H204N3O42P3"
"5645",1,"C13H20N6O9P"
"5646",0,"C30H27N3O15"
"5647",-3,"C35H57N7O17P3S"
"5648",-3,"C37H61N7O17P3S"
"5649",-3,"C39H65N7O17P3S"
"5650",-1,"C10H19O2"
"5651",-1,"C14H27O2"
"5652",-1,"C14H25O2"
"5653",-1,"C16H31O2"
"5654",-1,"C16H29O2"
"5655",-1,"C18H35O2"
"5656",-1,"C18H33O2"
"5657",-1,"C6H11O2"
"5658",-1,"C8H15O2"
"5659",-1,"C11H18N3O7S"
"5660",0,"CH2O"
"5661",0,"C12H10FeO14"
"5662",2,"C10H10FeNO6"
"5663",2,"C10H10FeNO6"
"5664",2,"C10H10FeNO6"
"5665",0,"C3H6FeN3O6R3"
"5666",0,"C3H6FeN3O6R3"
"5667",0,"C3H6FeN3O6R3"
"5668",0,"C9H23N3O6"
"5669",0,"C9H23N3O6"
"5670",0,"C9H23N3O6"
"5671",0,"C27H42FeN9O12"
"5672",0,"C27H47N9O12"
"5673",0,"C27H47N9O12"
"5674",0,"C27H47N9O12"
"5675",0,"C30H27N3O15"
"5676",0,"C30H27N3O15"
"5677",0,"C30H27FeN3O15"
"5678",4,"C25H46FeN6O8"
"5679",1,"C25H49N6O8"
"5680",1,"C25H49N6O8"
"5681",1,"C25H49N6O8"
"5682",0,"C12H25N2O10P"
"5683",1,"C12H25N2O7"
"5684",1,"C12H25N2O7"
"5685",1,"C12H25N2O7"
"5686",-1,"C6H9O7"
"5687",0,"C8H20NO6P"
"5688",0,"C5H14NO6P"
"5689",-1,"C6H14O8P"
"5690",-1,"C6H14O8P"
"5691",-1,"C9H18O11P"
"5692",-1,"C6H13NO8P"
"5693",-1,"C6H13NO8P"
"5694",-1,"C6H11O7"
"5695",-1,"C6H11O7"
"5696",-11,"C151H261N2O79P4"
"5697",-11,"C157H271N2O84P4"
"5698",-1,"C6H13NO8P"
"5699",-2,"C16H21N5O15P2"
"5700",1,"C9H20N3O3"
"5701",0,"C30H52O26"
"5702",0,"C49H74O4"
"5703",0,"C49H76O4"
"5704",-7,"C145H255N2O74P4"
"5705",-11,"C163H281N2O89P4"
"5706",-11,"C169H291N2O94P4"
"5707",0,"C3H6O3"
"5708",-1,"C3H5O4"
"5709",0,"C6H7NO2R2S2"
"5710",0,"C6H9NO2R2S2"
"5711",-1,"C10H16N3O6S"
"5712",0,"H2O2"
"5713",-1,"HS"
"5714",0,"H2"
"5715",-1,"C9H7O3"
"5716",-6,"C124H220N2O51P2"
"5717",-8,"C124H219N2O54P3"
"5718",-8,"C131H231N2O60P3"
"5719",-10,"C131H230N2O63P4"
"5720",-6,"C117H208N2O45P2"
"5721",2,"Hg"
"5722",-1,"C9H9O3"
"5723",-1,"C6H11O7"
"5724",0,"C8H7N"
"5725",-6,"C84H148N2O37P2"
"5726",0,"C60H100NO7P"
"5727",-6,"C110H196N2O39P2"
"5728",-7,"C192H337N2O101P4"
"5729",-4,"C126H228N2O40P2"
"5730",0,"C17H36NO7P"
"5731",0,"C19H40NO7P"
"5732",0,"C19H38NO7P"
"5733",0,"C21H44NO7P"
"5734",0,"C21H42NO7P"
"5735",0,"C23H46NO7P"
"5736",-1,"C18H36O9P"
"5737",-1,"C20H40O9P"
"5738",-1,"C20H38O9P"
"5739",-1,"C22H44O9P"
"5740",-1,"C22H42O9P"
"5741",-1,"C24H48O9P"
"5742",-1,"C24H46O9P"
"5743",-1,"C42H80O11P"
"5744",-1,"C48H92O11P"
"5745",-1,"C48H86O11P"
"5746",-1,"C54H104O11P"
"5747",-1,"C54H98O11P"
"5748",-1,"C60H116O11P"
"5749",-1,"C60H110O11P"
"5750",0,"C10H12N5O3R"
"5751",2,"C16H26N7O4R"
"5752",0,"C36H62O31"
"5753",0,"C30H52O26"
"5754",0,"C24H42O21"
"5755",-1,"C9H15O9"
"5756",-2,"C9H15O12P"
"5757",-4,"C80H124N16O42"
"5758",-4,"C77H117N15O40"
"5759",-4,"C74H112N14O39"
"5760",-6,"C120H186N24O63"
"5761",-6,"C114H172N22O59"
"5762",-4,"C74H112N14O39"
"5763",-6,"C111H167N21O58"
"5764",-4,"C77H119N15O41"
"5765",-4,"C74H114N14O40"
"5766",-4,"C74H114N14O40"
"5767",-4,"C71H109N13O39"
"5768",-4,"C71H107N13O38"
"5769",-6,"C111H169N21O59"
"5770",0,"C5H11NO3S"
"5771",0,"C5H11NO3S"
"5772",0,"C5H11NO3S"
"5773",0,"C5H11NO3S"
"5774",-4,"C68H104N12O38"
"5775",-4,"C68H102N12O37"
"5776",1,"C6H14NO2S"
"5777",-11,"C139H241N2O70P4"
"5778",-4,"C80H124N16O42"
"5779",-6,"C120H186N24O63"
"5780",0,"C12H14N2O2"
"5781",0,"N2O"
"5782",-1,"C11H14N2O8P"
"5783",-2,"C10H12N4O12P2"
"5784",-7,"C312H527N6O200P4"
"5785",-7,"C312H527N6O200P4"
"5786",-2,"C191H310N4O107P2"
"5787",-2,"C89H145NO32P2"
"5788",-2,"C123H200N2O57P2"
"5789",-2,"C157H255N3O82P2"
"5790",-2,"C69H113NO16P2"
"5791",-2,"C71H115NO17P2"
"5792",-2,"C89H145NO32P2"
"5793",-2,"C77H125NO22P2"
"5794",-2,"C83H135NO27P2"
"5795",0,"C47H72O3"
"5796",0,"C48H74O3"
"5797",-1,"C5H3N2O4"
"5798",-1,"C27H52O8P"
"5799",-1,"C31H60O8P"
"5800",-1,"C31H56O8P"
"5801",-1,"C35H68O8P"
"5802",-1,"C35H64O8P"
"5803",-1,"C39H76O8P"
"5804",-1,"C39H72O8P"
"5805",0,"C8H8O"
"5806",0,"C29H58NO8P"
"5807",0,"C33H66NO8P"
"5808",0,"C33H62NO8P"
"5809",0,"C37H74NO8P"
"5810",0,"C37H70NO8P"
"5811",0,"C41H82NO8P"
"5812",0,"C41H78NO8P"
"5813",-1,"C30H58O10P"
"5814",-1,"C34H66O10P"
"5815",-1,"C34H62O10P"
"5816",-1,"C38H74O10P"
"5817",-1,"C38H70O10P"
"5818",-1,"C42H82O10P"
"5819",-1,"C42H78O10P"
"5820",-2,"C30H58O13P2"
"5821",-2,"C30H58O13P2"
"5822",-2,"C34H66O13P2"
"5823",-2,"C34H66O13P2"
"5824",-2,"C34H62O13P2"
"5825",-2,"C34H62O13P2"
"5826",-2,"C38H74O13P2"
"5827",-2,"C38H74O13P2"
"5828",-2,"C38H70O13P2"
"5829",-2,"C38H70O13P2"
"5830",-2,"C42H82O13P2"
"5831",-2,"C42H82O13P2"
"5832",-2,"C42H78O13P2"
"5833",-2,"C42H78O13P2"
"5834",0,"C3H6O"
"5835",-3,"C9H15NO8P"
"5836",-1,"C9H9O2"
"5837",-1,"C7H11N2O3"
"5838",1,"C12H25N2O7"
"5839",-2,"C30H56NO10P"
"5840",-2,"C34H64NO10P"
"5841",-2,"C34H60NO10P"
"5842",-2,"C38H72NO10P"
"5843",-2,"C38H68NO10P"
"5844",-2,"C42H80NO10P"
"5845",-2,"C42H76NO10P"
"5846",0,"H2X"
"5847",0,"X"
"5848",-2,"C18H28NO18P2R3"
"5849",0,"C18H30NO17P2R3Se"
"5850",-1,"C7H9O5"
"5851",0,"O2S"
"5852",0,"O2S"
"5853",-2,"C4H4O6"
"5854",0,"X"
"5855",0,"X"
"5856",0,"X"
"5857",0,"X"
"5858",0,"X"
"5859",0,"X"
"5860",0,"X"
"5861",0,"X"
"5862",0,"C3H9NO"
"5863",-5,"C26H41N7O26P5S"
"5864",-2,"O4W"
"5865",-2,"O4W"
"5866",-1,"C9H11NO6P"
"5867",-2,"C55H89O4P"
"5868",-2,"C14H18N2O16P2"
"5869",-1,"C14H22N3O15P2"
"5870",0,"C60H100NO7P"
"5871",-4,"C38H56N8O27P2"
"5872",0,"C61H100NO8P"
"5873",0,"C5H10O5"
"5874",0,"C6H14O6"
"5875",0,"C39H58O4"
"5876",0,"C39H60O4"
"5877",0,"C39H58O4"
"5878",0,"C39H60O4"
"5879",-1,"C24H47O2"
"5880",-1,"C26H51O2"
"5881",-3,"C47H83N7O17P3S"
"5882",-3,"C45H79N7O17P3S"
"5883",-1,"C18H31O2"
"5884",-3,"C39H63N7O17P3S"
"5885",-3,"C47H83N7O18P3S"
"5886",-3,"C47H81N7O18P3S"
"5887",-3,"C47H81N7O17P3S"
"5888",1,"C9H21N2OS2"
"5889",-2,"C43H74N2O27P2"
"5890",-2,"C49H84N2O32P2"
"5891",-2,"C37H64N2O22P2"
"5892",-2,"C55H94N2O37P2"
"5893",-2,"C61H104N2O42P2"
"5894",-1,"C21H38O9P"
"5895",-1,"C8H13N2O5"
"5896",3,"C42H54FeN8O6S2"
"5897",2,"C42H54FeN8O6S2"
"5898",-1,"C10H10N4O7P"
"5899",-1,"C10H11N5O5P"
"5900",-4,"C20H24N10O20P4"
"5901",0,"C36H54O"
"5902",0,"C36H54O2"
"5903",-1,"C37H53O3"
"5904",0,"C37H56O2"
"5905",0,"C37H56O3"
"5906",0,"C38H58O3"
"5907",0,"C38H58O4"
"5908",0,"C18H40NO6P"
"5909",0,"C16H32O2"
"5910",-1,"C56H109NO18P"
"5911",0,"C5H6O5R2"
"5912",-2,"C62H119NO26P2"
"5913",0,"C44H89NO4"
"5914",0,"C44H89NO5"
"5915",0,"C42H85NO4"
"5916",0,"C42H85NO5"
"5917",0,"C44H89NO3"
"5918",0,"C44H89NO4"
"5919",0,"C42H85NO3"
"5920",0,"C42H85NO4"
"5921",0,"C29H46O"
"5922",0,"C28H46O"
"5923",-1,"C28H43O3"
"5924",0,"C29H48O"
"5925",-1,"C29H45O3"
"5926",0,"C27H42O"
"5927",0,"C28H44O"
"5928",0,"C30H50"
"5929",0,"C30H50O"
"5930",0,"C28H42O"
"5931",0,"C28H44O"
"5932",-1,"C15H28O4P"
"5933",0,"C27H44O"
"5934",4,"C10H30N4"
"5935",0,"C4H6N2O3R2"
"5936",-4,"C10H11N5O10P2"
"5937",-1,"C18H31O2"
"5938",0,"C2H4O2"
"5939",-3,"C10H14N2O14P3"
"5940",1,"C9H21N2O2"
"5941",1,"C15H23N6O5S"
"5942",-1,"C4H7N4O4"
"5943",0,"C9H17NO3"
"5944",0,"C5H9NO3"
"5945",-2,"C8H10NO10PR2"
"5946",-1,"C7H11NO8PR2"
"5947",-2,"C10H13N5O11P2"
"5948",-2,"C19H21N7O6"
