"","x"
"3827",-1000
"3828",-1000
"3829",0
"3830",0
"3831",0
"3832",-1000
"3833",-1000
"3834",-1000
"3835",-1000
"3836",-1000
"3837",-1000
"3838",-1000
"3839",-1000
"3840",-1000
"3841",-1000
"3842",-1000
"3843",-1000
"3844",-1000
"3845",-1000
"3846",-1000
"3847",-1000
"3848",-1000
"3849",-1000
"3850",-1000
"3851",-1000
"3852",-1000
"3853",-1000
"3854",-1000
"3855",-1000
"3856",-1000
"3857",0
"3858",0
"3859",-1000
"3860",0
"3861",0
"3862",0
"3863",0
"3864",0
"3865",0
"3866",0
"3867",0
"3868",-1000
"3869",0
"3870",0
"3871",0
"3872",0
"3873",0
"3874",0
"3875",0
"3876",0
"3877",-1000
"3878",-1000
"3879",-1000
"3880",0
"3881",0
"3882",0
"3883",0
"3884",-1000
"3885",-1000
"3886",-1000
"3887",0
"3888",0
"3889",0
"3890",0
"3891",0
"3892",0
"3893",-1000
"3894",-1000
"3895",-1000
"3896",-1000
"3897",-1000
"3898",-1000
"3899",0
"3900",0
"3901",-1000
"3902",-1000
"3903",-1000
"3904",-1000
"3905",-1000
"3906",0
"3907",-1000
"3908",-1000
"3909",-1000
"3910",0
"3911",0
"3912",-1000
"3913",0
"3914",0
"3915",0
"3916",0
"3917",0
"3918",0
"3919",0
"3920",0
"3921",-1000
"3922",-1000
"3923",0
"3924",0
"3925",0
"3926",-1000
"3927",0
"3928",0
"3929",-1000
"3930",0
"3931",-1000
"3932",-1000
"3933",-1000
"3934",0
"3935",-1000
"3936",0
"3937",0
"3938",-1000
"3939",-1000
"3940",-1000
"3941",-1000
"3942",0
"3943",-1000
"3944",-1000
"3945",-1000
"3946",-1000
"3947",-1000
"3948",-1000
"3949",0
"3950",0
"3951",-1000
"3952",0
"3953",0
"3954",0
"3955",-1000
"3956",-1000
"3957",-1000
"3958",-1000
"3959",-1000
"3960",-1000
"3961",-1000
"3962",-1000
"3963",0
"3964",-1000
"3965",-1000
"3966",0
"3967",0
"3968",0
"3969",0
"3970",-1000
"3971",0
"3972",-1000
"3973",-1000
"3974",-1000
"3975",-1000
"3976",-1000
"3977",-1000
"3978",0
"3979",0
"3980",0
"3981",0
"3982",-1000
"3983",-1000
"3984",0
"3985",0
"3986",0
"3987",0
"3988",0
"3989",0
"3990",-1000
"3991",-1000
"3992",0
"3993",0
"3994",0
"3995",0
"3996",0
"3997",-1000
"3998",-1000
"3999",-1000
"4000",-1000
"4001",0
"4002",-1000
"4003",-1000
"4004",0
"4005",-1000
"4006",-1000
"4007",-1000
"4008",-1000
"4009",-1000
"4010",-1000
"4011",-1000
"4012",0
"4013",-1000
"4014",-1000
"4015",-1000
"4016",0
"4017",-1000
"4018",-1000
"4019",-1000
"4020",-1000
"4021",-1000
"4022",0
"4023",0
"4024",0
"4025",0
"4026",-1000
"4027",0
"4028",-1000
"4029",0
"4030",0
"4031",-1000
"4032",-1000
"4033",-1000
"4034",-1000
"4035",-1000
"4036",-1000
"4037",-1000
"4038",0
"4039",0
"4040",0
"4041",-1000
"4042",0
"4043",0
"4044",-1000
"4045",0
"4046",-1000
"4047",0
"4048",0
"4049",-1000
"4050",0
"4051",0
"4052",0
"4053",0
"4054",-1000
"4055",0
"4056",0
"4057",0
"4058",0
"4059",-1000
"4060",0
"4061",0
"4062",-1000
"4063",0
"4064",0
"4065",-1000
"4066",-1000
"4067",0
"4068",-1000
"4069",-1000
"4070",-1000
"4071",0
"4072",0
"4073",0
"4074",-1000
"4075",-1000
"4076",-1000
"4077",0
"4078",0
"4079",-1000
"4080",-1000
"4081",0
"4082",0
"4083",-1000
"4084",-1000
"4085",0
"4086",0
"4087",0
"4088",-1000
"4089",-1000
"4090",0
"4091",0
"4092",0
"4093",-1000
"4094",-1000
"4095",-1000
"4096",0
"4097",0
"4098",0
"4099",-1000
"4100",-1000
"4101",-1000
"4102",-1000
"4103",0
"4104",0
"4105",0
"4106",0
"4107",-1000
"4108",-1000
"4109",-1000
"4110",-1000
"4111",0
"4112",0
"4113",-1000
"4114",0
"4115",0
"4116",0
"4117",0
"4118",0
"4119",-1000
"4120",0
"4121",-1000
"4122",0
"4123",-1000
"4124",-1000
"4125",0
"4126",0
"4127",0
"4128",-1000
"4129",-1000
"4130",0
"4131",-1000
"4132",-1000
"4133",0
"4134",-1000
"4135",0
"4136",0
"4137",0
"4138",0
"4139",0
"4140",0
"4141",-1000
"4142",-1000
"4143",-1000
"4144",0
"4145",0
"4146",0
"4147",0
"4148",-1000
"4149",-1000
"4150",0
"4151",0
"4152",0
"4153",0
"4154",0
"4155",-1000
"4156",-1000
"4157",-1000
"4158",-1000
"4159",-1000
"4160",-1000
"4161",-1000
"4162",0
"4163",0
"4164",-1000
"4165",0
"4166",0
"4167",0
"4168",0
"4169",0
"4170",0
"4171",-1000
"4172",-1000
"4173",0
"4174",0
"4175",0
"4176",0
"4177",0
"4178",0
"4179",0
"4180",0
"4181",0
"4182",0
"4183",0
"4184",0
"4185",-1000
"4186",-1000
"4187",-1000
"4188",0
"4189",0
"4190",-1000
"4191",-1000
"4192",-1000
"4193",-1000
"4194",-1000
"4195",-1000
"4196",-1000
"4197",-1000
"4198",-1000
"4199",-1000
"4200",-1000
"4201",0
"4202",0
"4203",0
"4204",-1000
"4205",-1000
"4206",-1000
"4207",0
"4208",0
"4209",0
"4210",0
"4211",0
"4212",0
"4213",-1000
"4214",-1000
"4215",-1000
"4216",-1000
"4217",-1000
"4218",0
"4219",0
"4220",-1000
"4221",-1000
"4222",0
"4223",0
"4224",0
"4225",-1000
"4226",-1000
"4227",-1000
"4228",-1000
"4229",-1000
"4230",0
"4231",-1000
"4232",-1000
"4233",-1000
"4234",-1000
"4235",-1000
"4236",0
"4237",0
"4238",0
"4239",-1000
"4240",-1000
"4241",-1000
"4242",-1000
"4243",-1000
"4244",-1000
"4245",0
"4246",-1000
"4247",-1000
"4248",-1000
"4249",-1000
"4250",-1000
"4251",-1000
"4252",0
"4253",0
"4254",0
"4255",0
"4256",0
"4257",-1000
"4258",-1000
"4259",-1000
"4260",-1000
"4261",-1000
"4262",0
"4263",0
"4264",0
"4265",-1000
"4266",-1000
"4267",-1000
"4268",-1000
"4269",0
"4270",-1000
"4271",0
"4272",0
"4273",0
"4274",0
"4275",0
"4276",0
"4277",0
"4278",0
"4279",0
"4280",0
"4281",0
"4282",0
"4283",0
"4284",0
"4285",0
"4286",0
"4287",0
"4288",0
"4289",0
"4290",0
"4291",0
"4292",0
"4293",0
"4294",0
"4295",0
"4296",0
"4297",-1000
"4298",0
"4299",0
"4300",0
"4301",-1000
"4302",-1000
"4303",0
"4304",-1000
"4305",0
"4306",0
"4307",-1000
"4308",0
"4309",-1000
"4310",-1000
"4311",-1000
"4312",0
"4313",-1000
"4314",0
"4315",-1000
"4316",-1000
"4317",-1000
"4318",-1000
"4319",0
"4320",0
"4321",-1000
"4322",-1000
"4323",0
"4324",0
"4325",0
"4326",0
"4327",0
"4328",-1000
"4329",0
"4330",0
"4331",0
"4332",0
"4333",0
"4334",0
"4335",-1000
"4336",-1000
"4337",0
"4338",0
"4339",0
"4340",0
"4341",0
"4342",-1000
"4343",0
"4344",0
"4345",0
"4346",0
"4347",-1000
"4348",-1000
"4349",0
"4350",-1000
"4351",0
"4352",0
"4353",0
"4354",-1000
"4355",0
"4356",0
"4357",0
"4358",-1000
"4359",0
"4360",0
"4361",-1000
"4362",-1000
"4363",-1000
"4364",0
"4365",0
"4366",-1000
"4367",0
"4368",-1000
"4369",-1000
"4370",-1000
"4371",-1000
"4372",-1000
"4373",0
"4374",-1000
"4375",-1000
"4376",0
"4377",0
"4378",0
"4379",0
"4380",0
"4381",0
"4382",0
"4383",0
"4384",0
"4385",0
"4386",0
"4387",-1000
"4388",-1000
"4389",0
"4390",-1000
"4391",0
"4392",0
"4393",-1000
"4394",0
"4395",0
"4396",0
"4397",-1000
"4398",0
"4399",0
"4400",-1000
"4401",0
"4402",0
"4403",-1000
"4404",0
"4405",0
"4406",0
"4407",0
"4408",0
"4409",0
"4410",0
"4411",0
"4412",-1000
"4413",0
"4414",0
"4415",0
"4416",0
"4417",-1000
"4418",0
"4419",-1000
"4420",0
"4421",-1000
"4422",0
"4423",0
"4424",0
"4425",0
"4426",0
"4427",0
"4428",0
"4429",0
"4430",0
"4431",0
"4432",0
"4433",0
"4434",0
"4435",0
"4436",0
"4437",0
"4438",0
"4439",0
"4440",0
"4441",0
"4442",0
"4443",0
"4444",0
"4445",0
"4446",0
"4447",0
"4448",0
"4449",0
"4450",0
"4451",0
"4452",0
"4453",0
"4454",0
"4455",0
"4456",0
"4457",0
"4458",0
"4459",0
"4460",0
"4461",0
"4462",0
"4463",0
"4464",0
"4465",0
"4466",0
"4467",0
"4468",0
"4469",0
"4470",0
"4471",0
"4472",0
"4473",0
"4474",-1000
"4475",-1000
"4476",-1000
"4477",-1000
"4478",-1000
"4479",-1000
"4480",-1000
"4481",-1000
"4482",-1000
"4483",-1000
"4484",-1000
"4485",-1000
"4486",-1000
"4487",-1000
"4488",-1000
"4489",-1000
"4490",-1000
"4491",-1000
"4492",-1000
"4493",0
"4494",-1000
"4495",0
"4496",-1000
"4497",-1000
"4498",0
"4499",0
"4500",0
"4501",0
"4502",0
"4503",0
"4504",0
"4505",0
"4506",0
"4507",0
"4508",0
"4509",-1000
"4510",-1000
"4511",-1000
"4512",-1000
"4513",-1000
"4514",0
"4515",0
"4516",0
"4517",0
"4518",0
"4519",0
"4520",-1000
"4521",0
"4522",-1000
"4523",-1000
"4524",-1000
"4525",-1000
"4526",-1000
"4527",-1000
"4528",0
"4529",0
"4530",0
"4531",0
"4532",0
"4533",0
"4534",0
"4535",0
"4536",-1000
"4537",-1000
"4538",0
"4539",0
"4540",0
"4541",0
"4542",-1000
"4543",-1000
"4544",-1000
"4545",-1000
"4546",-1000
"4547",-1000
"4548",0
"4549",-1000
"4550",-1000
"4551",-1000
"4552",-1000
"4553",-1000
"4554",-1000
"4555",-1000
"4556",-1000
"4557",-1000
"4558",0
"4559",-1000
"4560",-1000
"4561",-1000
"4562",-1000
"4563",-1000
"4564",-1000
"4565",-1000
"4566",0
"4567",-1000
"4568",0
"4569",-1000
"4570",-1000
"4571",0
"4572",-1000
"4573",-1000
"4574",-1000
"4575",-1000
"4576",-1000
"4577",-1000
"4578",-1000
"4579",-1000
"4580",0
"4581",0
"4582",0
"4583",0
"4584",0
"4585",0
"4586",-1000
"4587",0
"4588",-1000
"4589",-1000
"4590",-1000
"4591",-1000
"4592",-1000
"4593",-1000
"4594",-1000
"4595",-1000
"4596",0
"4597",-1000
"4598",-1000
"4599",0
"4600",0
"4601",-1000
"4602",-1000
"4603",0
"4604",0
"4605",-1000
"4606",-1000
"4607",0
"4608",0
"4609",-1000
"4610",-1000
"4611",0
"4612",0
"4613",-1000
"4614",-1000
"4615",0
"4616",0
"4617",-1000
"4618",-1000
"4619",0
"4620",-1000
"4621",0
"4622",-1000
"4623",-1000
"4624",0
"4625",0
"4626",-1000
"4627",-1000
"4628",0
"4629",0
"4630",-1000
"4631",-1000
"4632",0
"4633",0
"4634",-1000
"4635",-1000
"4636",0
"4637",0
"4638",-1000
"4639",-1000
"4640",0
"4641",0
"4642",-1000
"4643",-1000
"4644",0
"4645",-1000
"4646",0
"4647",-1000
"4648",-1000
"4649",0
"4650",0
"4651",-1000
"4652",-1000
"4653",0
"4654",0
"4655",-1000
"4656",-1000
"4657",0
"4658",0
"4659",-1000
"4660",-1000
"4661",0
"4662",0
"4663",-1000
"4664",-1000
"4665",0
"4666",0
"4667",-1000
"4668",-1000
"4669",0
"4670",0
"4671",0
"4672",0
"4673",0
"4674",0
"4675",0
"4676",0
"4677",0
"4678",0
"4679",0
"4680",0
"4681",0
"4682",0
"4683",0
"4684",0
"4685",0
"4686",0
"4687",0
"4688",-1000
"4689",-1000
"4690",-1000
"4691",-1000
"4692",-1000
"4693",-1000
"4694",-1000
"4695",-1000
"4696",-1000
"4697",0
"4698",-1000
"4699",0
"4700",0
"4701",0
"4702",0
"4703",-1000
"4704",-1000
"4705",-1000
"4706",-1000
"4707",-1000
"4708",-1000
"4709",-1000
"4710",-1000
"4711",-1000
"4712",-1000
"4713",-1000
"4714",-1000
"4715",-1000
"4716",-1000
"4717",-1000
"4718",-1000
"4719",-1000
"4720",-1000
"4721",0
"4722",-1000
"4723",-1000
"4724",-1000
"4725",0
"4726",0
"4727",-1000
"4728",-1000
"4729",-1000
"4730",-1000
"4731",-1000
"4732",-1000
"4733",-1000
"4734",-1000
"4735",0
"4736",-1000
"4737",0
"4738",-1000
"4739",0
"4740",-1000
"4741",-1000
"4742",0
"4743",0
"4744",0
"4745",-1000
"4746",0
"4747",0
"4748",0
"4749",-1000
"4750",-1000
"4751",-1000
"4752",-1000
"4753",0
"4754",-1000
"4755",0
"4756",-1000
"4757",0
"4758",-1000
"4759",-1000
"4760",-1000
"4761",0
"4762",0
"4763",0
"4764",0
"4765",0
"4766",0
"4767",0
"4768",0
"4769",0
"4770",0
"4771",0
"4772",0
"4773",0
"4774",0
"4775",0
"4776",0
"4777",0
"4778",0
"4779",-1000
"4780",0
"4781",0
"4782",0
"4783",0
"4784",0
"4785",0
"4786",-1000
"4787",0
"4788",-1000
"4789",0
"4790",0
"4791",-1000
"4792",-1000
"4793",-1000
"4794",0
"4795",0
"4796",0
"4797",-1000
"4798",-1000
"4799",0
"4800",-1000
"4801",-1000
"4802",-1000
"4803",-1000
"4804",-1000
"4805",-1000
"4806",0
"4807",-1000
"4808",-1000
"4809",-1000
"4810",0
"4811",-1000
"4812",-1000
"4813",0
"4814",0
"4815",0
"4816",0
"4817",-1000
"4818",-1000
"4819",-1000
"4820",-1000
"4821",0
"4822",0
"4823",-1000
"4824",0
"4825",-1000
"4826",-1000
"4827",0
"4828",0
"4829",0
"4830",0
"4831",-1000
"4832",0
"4833",0
"4834",0
"4835",0
"4836",-1000
"4837",-1000
"4838",0
"4839",-1000
"4840",-1000
"4841",-1000
"4842",-1000
"4843",-1000
"4844",0
"4845",-1000
"4846",0
"4847",-1000
"4848",-1000
"4849",-1000
"4850",0
"4851",-1000
"4852",0
"4853",0
"4854",-1000
"4855",0
"4856",-1000
"4857",-1000
"4858",-1000
"4859",0
"4860",-1000
"4861",0
"4862",0
"4863",0
"4864",-1000
"4865",-1000
"4866",-1000
"4867",-1000
"4868",-1000
"4869",-1000
"4870",-1000
"4871",-1000
"4872",-1000
"4873",-1000
"4874",-1000
"4875",-1000
"4876",-1000
"4877",-1000
"4878",-1000
"4879",-1000
"4880",-1000
"4881",-1000
"4882",-1000
"4883",0
"4884",-1000
"4885",-1000
"4886",-1000
"4887",-1000
"4888",-1000
"4889",-1000
"4890",-1000
"4891",-1000
"4892",-1000
"4893",-1000
"4894",-1000
"4895",-1000
"4896",-1000
"4897",-1000
"4898",-1000
"4899",-1000
"4900",-1000
"4901",0
"4902",-1000
"4903",-1000
"4904",-1000
"4905",-1000
"4906",-1000
"4907",-1000
"4908",-1000
"4909",-1000
"4910",-1000
"4911",-1000
"4912",-1000
"4913",-1000
"4914",-1000
"4915",-1000
"4916",-1000
"4917",-1000
"4918",-1000
"4919",-1000
"4920",-1000
"4921",-1000
"4922",-1000
"4923",-1000
"4924",0
"4925",0
"4926",0
"4927",0
"4928",0
"4929",-1000
"4930",0
"4931",0
"4932",-1000
"4933",0
"4934",0
"4935",0
"4936",0
"4937",0
"4938",-1000
"4939",0
"4940",0
"4941",0
"4942",0
"4943",-1000
"4944",0
"4945",0
"4946",0
"4947",0
"4948",0
"4949",0
"4950",-1000
"4951",0
"4952",-1000
"4953",0
"4954",0
"4955",-1000
"4956",0
"4957",0
"4958",0
"4959",0
"4960",0
"4961",0
"4962",-1000
"4963",-1000
"4964",-1000
"4965",-1000
"4966",0
"4967",0
"4968",-1000
"4969",-1000
"4970",-1000
"4971",0
"4972",-1000
"4973",0
"4974",-1000
"4975",-1000
"4976",-1000
"4977",-1000
"4978",0
"4979",0
"4980",-1000
"4981",0
"4982",-1000
"4983",0
"4984",-1000
"4985",-1000
"4986",0
"4987",0
"4988",-1000
"4989",-1000
"4990",0
"4991",0
"4992",0
"4993",0
"4994",-1000
"4995",-1000
"4996",0
"4997",0
"4998",-1000
"4999",-1000
"5000",-1000
"5001",-1000
"5002",-1000
"5003",-1000
"5004",0
"5005",-1000
"5006",-1000
"5007",0
"5008",0
"5009",-1000
"5010",0
"5011",0
"5012",-1000
"5013",-1000
"5014",-1000
"5015",0
"5016",0
"5017",-1000
"5018",0
"5019",-1000
"5020",-1000
"5021",-1000
"5022",0
"5023",-1000
"5024",-1000
"5025",-1000
"5026",0
"5027",0
"5028",-1000
"5029",-1000
"5030",0
"5031",-1000
"5032",-1000
"5033",0
"5034",-1000
"5035",-1000
"5036",0
"5037",-1000
"5038",0
"5039",-1000
"5040",0
"5041",0
"5042",0
"5043",0
"5044",-1000
"5045",-1000
"5046",-1000
"5047",-1000
"5048",-1000
"5049",-1000
"5050",-1000
"5051",0
"5052",-1000
"5053",-1000
"5054",-1000
"5055",0
"5056",0
"5057",0
"5058",0
"5059",-1000
"5060",0
"5061",0
"5062",-1000
"5063",0
"5064",0
"5065",-1000
"5066",0
"5067",0
"5068",-1000
"5069",-1000
"5070",0
"5071",0
"5072",-1000
"5073",-1000
"5074",0
"5075",-1000
"5076",-1000
"5077",0
"5078",0
"5079",-1000
"5080",0
"5081",0
"5082",0
"5083",0
"5084",0
"5085",-1000
"5086",0
"5087",0
"5088",0
"5089",-1000
"5090",0
"5091",-1000
"5092",-1000
"5093",0
"5094",-1000
"5095",-1000
"5096",0
"5097",-1000
"5098",0
"5099",-1000
"5100",0
"5101",-1000
"5102",0
"5103",-1000
"5104",-1000
"5105",-1000
"5106",0
"5107",-1000
"5108",-1000
"5109",-1000
"5110",-1000
"5111",-1000
"5112",-1000
"5113",0
"5114",0
"5115",-1000
"5116",-1000
"5117",-1000
"5118",-1000
"5119",-1000
"5120",-1000
"5121",-1000
"5122",-1000
"5123",-1000
"5124",-1000
"5125",-1000
"5126",-1000
"5127",-1000
"5128",-1000
"5129",0
"5130",-1000
"5131",-1000
"5132",0
"5133",0
"5134",0
"5135",0
"5136",0
"5137",-1000
"5138",-1000
"5139",-1000
"5140",-1000
"5141",-1000
"5142",-1000
"5143",-1000
"5144",0
"5145",0
"5146",-1000
"5147",-1000
"5148",-1000
"5149",0
"5150",-1000
"5151",-1000
"5152",0
"5153",-1000
"5154",0
"5155",0
"5156",-1000
"5157",-1000
"5158",-1000
"5159",-1000
"5160",-1000
"5161",0
"5162",-1000
"5163",0
"5164",-1000
"5165",0
"5166",-1000
"5167",0
"5168",0
"5169",-1000
"5170",0
"5171",0
"5172",-1000
"5173",-1000
"5174",-1000
"5175",-1000
"5176",-1000
"5177",-1000
"5178",0
"5179",-1000
"5180",-1000
"5181",0
"5182",-1000
"5183",0
"5184",-1000
"5185",-1000
"5186",0
"5187",-1000
"5188",0
"5189",0
"5190",-1000
"5191",-1000
"5192",0
"5193",-1000
"5194",0
"5195",0
"5196",-1000
"5197",0
"5198",0
"5199",-1000
"5200",-1000
"5201",0
"5202",-1000
"5203",-1000
"5204",0
"5205",-1000
"5206",-1000
"5207",-1000
"5208",0
"5209",0
"5210",0
"5211",0
"5212",-1000
"5213",-1000
"5214",0
"5215",0
"5216",-1000
"5217",-1000
"5218",-1000
"5219",0
"5220",0
"5221",0
"5222",0
"5223",-1000
"5224",-1000
"5225",0
"5226",0
"5227",0
"5228",-1000
"5229",-1000
"5230",-1000
"5231",-1000
"5232",0
"5233",-1000
"5234",-1000
"5235",-1000
"5236",-1000
"5237",0
"5238",0
"5239",-1000
"5240",-1000
"5241",-1000
"5242",-1000
"5243",-1000
"5244",-1000
"5245",0
"5246",0
"5247",-1000
"5248",0
"5249",-1000
"5250",-1000
"5251",-1000
"5252",0
"5253",-1000
"5254",0
"5255",-1000
"5256",-1000
"5257",-1000
"5258",-1000
"5259",-1000
"5260",-1000
"5261",0
"5262",-1000
"5263",-1000
"5264",-1000
"5265",-1000
"5266",-1000
"5267",-1000
"5268",-1000
"5269",-1000
"5270",0
"5271",-1000
"5272",0
"5273",-1000
"5274",-1000
"5275",0
"5276",-1000
"5277",0
"5278",0
"5279",0
"5280",-1000
"5281",-1000
"5282",0
"5283",-1000
"5284",-1000
"5285",-1000
"5286",-1000
"5287",-1000
"5288",-1000
"5289",-1000
"5290",0
"5291",-1000
"5292",-1000
"5293",-1000
"5294",0
"5295",0
"5296",-1000
"5297",0
"5298",0
"5299",-1000
"5300",0
"5301",0
"5302",-1000
"5303",-1000
"5304",-1000
"5305",0
"5306",-1000
"5307",0
"5308",0
"5309",0
"5310",-1000
"5311",-1000
"5312",-1000
"5313",-1000
"5314",-1000
"5315",0
"5316",-1000
"5317",0
"5318",0
"5319",0
"5320",-1000
"5321",0
"5322",0
"5323",0
"5324",0
"5325",-1000
"5326",0
"5327",-1000
"5328",0
"5329",0
"5330",-1000
"5331",-1000
"5332",0
"5333",0
"5334",0
"5335",-1000
"5336",-1000
"5337",0
"5338",-1000
"5339",0
"5340",0
"5341",-1000
"5342",-1000
"5343",0
"5344",-1000
"5345",-1000
"5346",0
"5347",0
"5348",0
"5349",0
"5350",-1000
"5351",0
"5352",-1000
"5353",-1000
"5354",0
"5355",-1000
"5356",0
"5357",0
"5358",-1000
"5359",0
"5360",-1000
"5361",0
"5362",0
"5363",0
"5364",0
"5365",0
"5366",-1000
"5367",-1000
"5368",0
"5369",0
"5370",-1000
"5371",-1000
"5372",-1000
"5373",0
"5374",-1000
"5375",-1000
"5376",-1000
"5377",-1000
"5378",0
"5379",-1000
"5380",0
"5381",-1000
"5382",-1000
"5383",-1000
"5384",-1000
"5385",-1000
"5386",-1000
"5387",0
"5388",0
"5389",-1000
"5390",0
"5391",0
"5392",0
"5393",0
"5394",-1000
"5395",-1000
"5396",0
"5397",0
"5398",-1000
"5399",0
"5400",0
"5401",-1000
"5402",-1000
"5403",-1000
"5404",0
"5405",-1000
"5406",-1000
"5407",-1000
"5408",0
"5409",-1000
"5410",0
"5411",0
"5412",0
"5413",0
"5414",-1000
"5415",-1000
"5416",0
"5417",-1000
"5418",-1000
"5419",-1000
"5420",-1000
"5421",0
"5422",0
"5423",-1000
"5424",0
"5425",-1000
"5426",0
"5427",-1000
"5428",0
"5429",-1000
"5430",0
"5431",-1000
"5432",-1000
"5433",-1000
"5434",0
"5435",0
"5436",-1000
"5437",0
"5438",-1000
"5439",-1000
"5440",-1000
"5441",0
"5442",-1000
"5443",-1000
"5444",0
"5445",0
"5446",-1000
"5447",-1000
"5448",-1000
"5449",0
"5450",-1000
"5451",0
"5452",-1000
"5453",-1000
"5454",-1000
"5455",-1000
"5456",0
"5457",-1000
"5458",-1000
"5459",-1000
"5460",-1000
"5461",-1000
"5462",-1000
"5463",-1000
"5464",-1000
"5465",0
"5466",-1000
"5467",-1000
"5468",-1000
"5469",-1000
"5470",-1000
"5471",-1000
"5472",0
"5473",-1000
"5474",-1000
"5475",-1000
"5476",-1000
"5477",-1000
"5478",-1000
"5479",-1000
"5480",0
"5481",0
"5482",-1000
"5483",-1000
"5484",-1000
"5485",-1000
"5486",-1000
"5487",-1000
"5488",0
"5489",-1000
"5490",-1000
"5491",-1000
"5492",-1000
"5493",-1000
"5494",0
"5495",0
"5496",-1000
"5497",-1000
"5498",-1000
"5499",-1000
"5500",-1000
"5501",-1000
"5502",-1000
"5503",-1000
"5504",-1000
"5505",-1000
"5506",-1000
"5507",0
"5508",-1000
"5509",-1000
"5510",-1000
"5511",-1000
"5512",0
"5513",0
"5514",0
"5515",-1000
"5516",-1000
"5517",-1000
"5518",-1000
"5519",0
"5520",-1000
"5521",0
"5522",0
"5523",0
"5524",0
"5525",0
"5526",-1000
"5527",-1000
"5528",-1000
"5529",-1000
"5530",-1000
"5531",-1000
"5532",0
"5533",-1000
"5534",-1000
"5535",-1000
"5536",-1000
"5537",0
"5538",-1000
"5539",-1000
"5540",-1000
"5541",0
"5542",0
"5543",0
"5544",0
"5545",-1000
"5546",0
"5547",-1000
"5548",0
"5549",-1000
"5550",-1000
"5551",0
"5552",0
"5553",-1000
"5554",-1000
"5555",-1000
"5556",-1000
"5557",0
"5558",-1000
"5559",0
"5560",0
"5561",-1000
"5562",-1000
"5563",0
"5564",-1000
"5565",-1000
"5566",-1000
"5567",-1000
"5568",0
"5569",0
"5570",-1000
"5571",0
"5572",0
"5573",0
"5574",0
"5575",0
"5576",0
"5577",0
"5578",0
"5579",-1000
"5580",0
"5581",-1000
"5582",-1000
"5583",0
"5584",0
"5585",0
"5586",0
"5587",-1000
"5588",0
"5589",0
"5590",0
"5591",-1000
"5592",0
"5593",-1000
"5594",-1000
"5595",-1000
"5596",-1000
"5597",-1000
"5598",-1000
"5599",-1000
"5600",-1000
"5601",0
"5602",0
"5603",0
"5604",-1000
"5605",-1000
"5606",0
"5607",0
"5608",-1000
"5609",-1000
"5610",0
"5611",-1000
"5612",-1000
"5613",0
"5614",0
"5615",-1000
"5616",-1000
"5617",0
"5618",0
"5619",-1000
"5620",0
"5621",0
"5622",0
"5623",0
"5624",-1000
"5625",-1000
"5626",-1000
"5627",-1000
"5628",0
"5629",-1000
"5630",-1000
"5631",-1000
"5632",-1000
"5633",-1000
"5634",-1000
"5635",-1000
"5636",0
"5637",-1000
"5638",-1000
"5639",-1000
"5640",0
"5641",-1000
"5642",-1000
"5643",-1000
"5644",-1000
"5645",0
"5646",0
"5647",0
"5648",0
"5649",-1000
"5650",0
"5651",-1000
"5652",-1000
"5653",0
"5654",-1000
"5655",-1000
"5656",-1000
"5657",0
"5658",-1000
"5659",-1000
"5660",0
"5661",0
"5662",0
"5663",0
"5664",0
"5665",0
"5666",0
"5667",0
"5668",0
"5669",0
"5670",-1000
"5671",-1000
"5672",0
"5673",-1000
"5674",0
"5675",-1000
"5676",0
"5677",0
"5678",0
"5679",0
"5680",0
"5681",0
"5682",0
"5683",0
"5684",0
"5685",0
"5686",-1000
"5687",-1000
"5688",-1000
"5689",-1000
"5690",-1000
"5691",0
"5692",0
"5693",0
"5694",0
"5695",-1000
"5696",0
"5697",-1000
"5698",-1000
"5699",-1000
"5700",-1000
"5701",0
"5702",0
"5703",-1000
"5704",-1000
"5705",-1000
"5706",0
"5707",-1000
"5708",-1000
"5709",-1000
"5710",0
"5711",0
"5712",-1000
"5713",0
"5714",0
"5715",-1000
"5716",0
"5717",0
"5718",0
"5719",0
"5720",0
"5721",-1000
"5722",0
"5723",0
"5724",-1000
"5725",0
"5726",-1000
"5727",0
"5728",-1000
"5729",-1000
"5730",-1000
"5731",-1000
"5732",0
"5733",-1000
"5734",-1000
"5735",0
"5736",0
"5737",0
"5738",0
"5739",-1000
"5740",0
"5741",0
"5742",0
"5743",0
"5744",0
"5745",0
"5746",-1000
"5747",-1000
"5748",-1000
"5749",-1000
"5750",-1000
"5751",0
"5752",0
"5753",0
"5754",0
"5755",-1000
"5756",0
"5757",-1000
"5758",-1000
"5759",0
"5760",0
"5761",-1000
"5762",-1000
"5763",0
"5764",-1000
"5765",-1000
"5766",0
"5767",-1000
"5768",-1000
"5769",0
"5770",-1000
"5771",-1000
"5772",0
"5773",0
"5774",0
"5775",-1000
"5776",0
"5777",0
"5778",0
"5779",0
"5780",0
"5781",0
"5782",0
"5783",0
"5784",0
"5785",0
"5786",0
"5787",0
"5788",-1000
"5789",0
"5790",0
"5791",-1000
"5792",0
"5793",-1000
"5794",0
"5795",0
"5796",-1000
"5797",-1000
"5798",-1000
"5799",0
"5800",-1000
"5801",0
"5802",0
"5803",0
"5804",-1000
"5805",0
"5806",0
"5807",0
"5808",-1000
"5809",0
"5810",0
"5811",0
"5812",-1000
"5813",-1000
"5814",0
